"source";"target";"startpos";"issue";"group";"tempi";"type_of_statement";"past_present_relation"
"zhitel'nicy jugo-zapadnykh rajonov Uzbekistana";"traditional / narodnyj / nacional'nyj";"64207";"1979_3";"uzbeki";NA;"Factual Statement by Author";"Rupture"
"zhitel'nicy jugo-zapadnykh rajonov Uzbekistana";"mixed / coexisting";"64207";"1979_3";"uzbeki";NA;"Factual Statement by Author";"Rupture"
"zhensshiny verkhov'ev Zeravshana / women of upper Zeravshan";"modern / sovremennyj";"64207";"1979_3";"groups in mountainous regions";NA;"Factual Statement by Author";"Rupture"
"zhensshiny verkhov'ev Zeravshana / women of upper Zeravshan";"traditional / narodnyj / nacional'nyj";"64207";"1979_3";"groups in mountainous regions";NA;"Factual Statement by Author";"Rupture"
"zhensshiny verkhov'ev Zeravshana / women of upper Zeravshan";"mixed / coexisting";"64207";"1979_3";"groups in mountainous regions";NA;"Factual Statement by Author";"Rupture"
"tadzhiki - zhiteli zemledel'cheskikh oazisov Srednej Azii";"unique / locally specific / svoeobraznyj / samobytnyj";"64614";"1961_4";"tadzhiki";NA;"Factual Statement by Author";NA
"tadzhiki - zhiteli zemledel'cheskikh oazisov Srednej Azii";"traditional / narodnyj / nacional'nyj";"64614";"1961_4";"tadzhiki";NA;"Factual Statement by Author";NA
"uzbeki";"unique / locally specific / svoeobraznyj / samobytnyj";"64614";"1961_4";"Central Asian titular nations";NA;"Factual Statement by Author";NA
"uzbeki";"traditional / narodnyj / nacional'nyj";"64614";"1961_4";"Central Asian titular nations";NA;"Factual Statement by Author";NA
"turkmeny";"unique / locally specific / svoeobraznyj / samobytnyj";"64614";"1961_4";"Central Asian titular nations";NA;"Factual Statement by Author";NA
"turkmeny";"traditional / narodnyj / nacional'nyj";"64614";"1961_4";"Central Asian titular nations";NA;"Factual Statement by Author";NA
"karakalpaki";"unique / locally specific / svoeobraznyj / samobytnyj";"64614";"1961_4";"Groups";NA;"Factual Statement by Author";NA
"karakalpaki";"traditional / narodnyj / nacional'nyj";"64614";"1961_4";"Groups";NA;"Factual Statement by Author";NA
"kirgizy";"unique / locally specific / svoeobraznyj / samobytnyj";"64892";"1961_4";"Central Asian titular nations";NA;"Factual Statement by Author";NA
"gornye tadzhiki";"unique / locally specific / svoeobraznyj / samobytnyj";"64892";"1961_4";"groups in mountainous regions";NA;"Factual Statement by Author";NA
"tadzhiki v Uzbekistane / Tajiks in Uzbekistan";"strong in conviction";"65495";"1990_1";"Tajiks outside the Tajik SSR";NA;"Factual Statement by Author";NA
"tadzhiki v Uzbekistane / Tajiks in Uzbekistan";"peaceful";"65495";"1990_1";"Tajiks outside the Tajik SSR";NA;"Factual Statement by Author";NA
"zhensshiny u ravninnykh tadzhikov / Tajik women in plainlands";"zamknutyj (pro obraz zhizni) / secluded (lifestyle)";"65735";"1975_6";"ravninnye tadzhiki";"past: pre-Soviet";"Factual Statement by Author";NA
"zhensshiny u ravninnykh tadzhikov / Tajik women in plainlands";"unequal";"65735";"1975_6";"ravninnye tadzhiki";"past: pre-Soviet";"Factual Statement by Author";NA
"zhensshiny u ravninnykh tadzhikov / Tajik women in plainlands";"suppressed / ugnetennyj / exploited / exploitative";"65735";"1975_6";"ravninnye tadzhiki";"past: pre-Soviet";"Factual Statement by Author";NA
"zhensshiny u ravninnykh tadzhikov / Tajik women in plainlands";"passive";"65735";"1975_6";"ravninnye tadzhiki";"past: pre-Soviet";"Factual Statement by Author";NA
"Uzbek women / uzbechki";"zamknutyj (pro obraz zhizni) / secluded (lifestyle)";"65735";"1975_6";"uzbeki";"past: pre-Soviet";"Factual Statement by Author";NA
"Uzbek women / uzbechki";"unequal";"65735";"1975_6";"uzbeki";"past: pre-Soviet";"Factual Statement by Author";NA
"Uzbek women / uzbechki";"suppressed / ugnetennyj / exploited / exploitative";"65735";"1975_6";"uzbeki";"past: pre-Soviet";"Factual Statement by Author";NA
"Uzbek women / uzbechki";"passive";"65735";"1975_6";"uzbeki";"past: pre-Soviet";"Factual Statement by Author";NA
"Uzbek women / uzbechki";"passive";"66099";"1975_6";"uzbeki";"past: pre-Soviet";"Factual Statement by Author";NA
"Uzbek women / uzbechki";"suppressed / ugnetennyj / exploited / exploitative";"66099";"1975_6";"uzbeki";"past: pre-Soviet";"Factual Statement by Author";NA
"Uzbek women / uzbechki";"unequal";"66099";"1975_6";"uzbeki";"past: pre-Soviet";"Factual Statement by Author";NA
"Uzbek women / uzbechki";"zamknutyj (pro obraz zhizni) / secluded (lifestyle)";"66099";"1975_6";"uzbeki";"past: pre-Soviet";"Factual Statement by Author";NA
"Tajik women / tadzhichki zemledel'cheskikh oazisov Srednej Azii";"passive";"66099";"1975_6";"tadzhiki - zhiteli zemledel'cheskikh oazisov Srednej Azii";"past: pre-Soviet";"Factual Statement by Author";NA
"Tajik women / tadzhichki zemledel'cheskikh oazisov Srednej Azii";"suppressed / ugnetennyj / exploited / exploitative";"66099";"1975_6";"tadzhiki - zhiteli zemledel'cheskikh oazisov Srednej Azii";"past: pre-Soviet";"Factual Statement by Author";NA
"Tajik women / tadzhichki zemledel'cheskikh oazisov Srednej Azii";"unequal";"66099";"1975_6";"tadzhiki - zhiteli zemledel'cheskikh oazisov Srednej Azii";"past: pre-Soviet";"Factual Statement by Author";NA
"Tajik women / tadzhichki zemledel'cheskikh oazisov Srednej Azii";"zamknutyj (pro obraz zhizni) / secluded (lifestyle)";"66099";"1975_6";"tadzhiki - zhiteli zemledel'cheskikh oazisov Srednej Azii";"past: pre-Soviet";"Factual Statement by Author";NA
"zhensshiny gorodskogo naselenija Tadzh. / women in Tajik cities";"passive";"66099";"1975_6";"gorodskoe naselenie Tadzh. / urban population of Tajikistan";"past: pre-Soviet";"Factual Statement by Author";NA
"zhensshiny gorodskogo naselenija Tadzh. / women in Tajik cities";"suppressed / ugnetennyj / exploited / exploitative";"66099";"1975_6";"gorodskoe naselenie Tadzh. / urban population of Tajikistan";"past: pre-Soviet";"Factual Statement by Author";NA
"zhensshiny gorodskogo naselenija Tadzh. / women in Tajik cities";"unequal";"66099";"1975_6";"gorodskoe naselenie Tadzh. / urban population of Tajikistan";"past: pre-Soviet";"Factual Statement by Author";NA
"zhensshiny gorodskogo naselenija Tadzh. / women in Tajik cities";"zamknutyj (pro obraz zhizni) / secluded (lifestyle)";"66099";"1975_6";"gorodskoe naselenie Tadzh. / urban population of Tajikistan";"past: pre-Soviet";"Factual Statement by Author";NA
"Uzbek women / uzbechki";"growing (population: mnogodetnost')";"661183";"1989_1";"uzbeki";NA;"Literature Review";NA
"Uzbek women / uzbechki";"growing (population: mnogodetnost')";"661183";"1989_1";"uzbeki";NA;"Correction of cited research or literature";NA
"Uzbek women / uzbechki";"traditional / narodnyj / nacional'nyj";"661183";"1989_1";"uzbeki";NA;"Literature Review";NA
"Uzbek women / uzbechki";"traditional / narodnyj / nacional'nyj";"661183";"1989_1";"uzbeki";NA;"Correction of cited research or literature";NA
"Tajik women / tadzhichki";"growing (population: mnogodetnost')";"661183";"1989_1";"tadzhiki";NA;"Literature Review";NA
"Tajik women / tadzhichki";"growing (population: mnogodetnost')";"661183";"1989_1";"tadzhiki";NA;"Correction of cited research or literature";NA
"Tajik women / tadzhichki";"traditional / narodnyj / nacional'nyj";"661183";"1989_1";"tadzhiki";NA;"Literature Review";NA
"Tajik women / tadzhichki";"traditional / narodnyj / nacional'nyj";"661183";"1989_1";"tadzhiki";NA;"Correction of cited research or literature";NA
"zhensshiny u ravninnykh tadzhikov / Tajik women in plainlands";"unequal";"66738";"1975_6";"ravninnye tadzhiki";"past: pre-Soviet";"Factual Statement by Author";NA
"zhensshiny u ravninnykh tadzhikov / Tajik women in plainlands";"suppressed / ugnetennyj / exploited / exploitative";"66738";"1975_6";"ravninnye tadzhiki";"past: pre-Soviet";"Factual Statement by Author";NA
"zhensshiny u ravninnykh tadzhikov / Tajik women in plainlands";"passive";"66738";"1975_6";"ravninnye tadzhiki";"past: pre-Soviet";"Factual Statement by Author";NA
"zhensshiny u sartov / Sart women";"unequal";"66738";"1975_6";"sarty / Sarts";"past: pre-Soviet";"Factual Statement by Author";NA
"zhensshiny u sartov / Sart women";"suppressed / ugnetennyj / exploited / exploitative";"66738";"1975_6";"sarty / Sarts";"past: pre-Soviet";"Factual Statement by Author";NA
"zhensshiny u sartov / Sart women";"passive";"66738";"1975_6";"sarty / Sarts";"past: pre-Soviet";"Factual Statement by Author";NA
"Uzbek women / uzbechki";"unhealthy";"66744";"1986_1";"uzbeki";"past: pre-Soviet";"Factual Statement by Author";NA
"Uzbek women / uzbechki";"suppressed / ugnetennyj / exploited / exploitative";"66744";"1986_1";"uzbeki";"past: pre-Soviet";"Factual Statement by Author";NA
"Uzbek women / uzbechki";"unequal";"66744";"1986_1";"uzbeki";"past: pre-Soviet";"Factual Statement by Author";NA
"Tajik women / tadzhichki";"unhealthy";"66744";"1986_1";"tadzhiki";"past: pre-Soviet";"Factual Statement by Author";NA
"Tajik women / tadzhichki";"suppressed / ugnetennyj / exploited / exploitative";"66744";"1986_1";"tadzhiki";"past: pre-Soviet";"Factual Statement by Author";NA
"Tajik women / tadzhichki";"unequal";"66744";"1986_1";"tadzhiki";"past: pre-Soviet";"Factual Statement by Author";NA
"tadzhiki Chkalovska";"kul'turno / cultured";"687548";"1955_3";"gorodskoe naselenie Tadzh. / urban population of Tajikistan";"present";"Factual Statement by Author";"Continuity"
"tadzhiki Chkalovska";"traditional / narodnyj / nacional'nyj";"687548";"1955_3";"gorodskoe naselenie Tadzh. / urban population of Tajikistan";"present";"Factual Statement by Author";"Continuity"
"Tajikistan / TadzhSSR";"healthy";"69022";"1982_3";"Locations";"present";"Factual Statement by Author";NA
"Tajikistan / TadzhSSR";"developed / razvito";"69022";"1982_3";"Locations";"present";"Factual Statement by Author";NA
"Tajikistan / TadzhSSR";"obespechenno (material'noe blagosostojanie) / well off";"69022";"1982_3";"Locations";"present";"Factual Statement by Author";NA
"gornye tadzhiki";"primitive / primitivno";"691889";"1960_3";"groups in mountainous regions";NA;"Literature Review";NA
"ravninnye tadzhiki";"feudal";"700589";"1954_3";"groups in plainland regions";"past";"Literature Review";NA
"ravninnye tadzhiki";"feudal";"700589";"1954_3";"groups in plainland regions";"past: pre-Soviet";"Literature Review";NA
"uzbeki";"feudal";"700589";"1954_3";"Central Asian titular nations";"past";"Literature Review";NA
"uzbeki";"feudal";"700589";"1954_3";"Central Asian titular nations";"past: pre-Soviet";"Literature Review";NA
"turkmeny";"feudal";"700589";"1954_3";"Central Asian titular nations";"past";"Literature Review";NA
"turkmeny";"feudal";"700589";"1954_3";"Central Asian titular nations";"past: pre-Soviet";"Literature Review";NA
"osedlye narody Srednej Azii";"feudal";"700589";"1954_3";"narody Srednej Azii";"past";"Literature Review";NA
"osedlye narody Srednej Azii";"feudal";"700589";"1954_3";"narody Srednej Azii";"past: pre-Soviet";"Literature Review";NA
"uzbeki";"unequal";"70630";"1991_1";"Central Asian titular nations";"present";"Factual Statement by Author";NA
"tadzhiki Bukhary (Uzbekistan)";"unequal";"70630";"1991_1";"Tajiks outside the Tajik SSR";"present";"Factual Statement by Author";NA
"tadzhiki Samarkanda (Uzbekistan)";"unequal";"70630";"1991_1";"Tajiks outside the Tajik SSR";"present";"Factual Statement by Author";NA
"Tajikistan / TadzhSSR";"growing (population: mnogodetnost')";"71092";"1982_3";"Locations";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"Tajikistan / TadzhSSR";"growing (population: mnogodetnost')";"71092";"1982_3";"Locations";"present";"Factual Statement by Author";NA
"Uzbek women / uzbechki";"active";"71126";"1975_6";"uzbeki";"past: early Soviet";"Factual Statement by Author";"Rupture"
"Uzbek women / uzbechki";"progressive / peredovyj / novyj / efficient";"71126";"1975_6";"uzbeki";"past: early Soviet";"Factual Statement by Author";"Rupture"
"Uzbek women / uzbechki";"modern / sovremennyj";"71126";"1975_6";"uzbeki";"past: early Soviet";"Factual Statement by Author";"Rupture"
"Uzbek women / uzbechki";"atheist / non-spiritual / materialist";"71126";"1975_6";"uzbeki";"past: early Soviet";"Factual Statement by Author";"Rupture"
"Tajik women / tadzhichki";"active";"71126";"1975_6";"tadzhiki";"past: early Soviet";"Factual Statement by Author";"Rupture"
"Tajik women / tadzhichki";"progressive / peredovyj / novyj / efficient";"71126";"1975_6";"tadzhiki";"past: early Soviet";"Factual Statement by Author";"Rupture"
"Tajik women / tadzhichki";"modern / sovremennyj";"71126";"1975_6";"tadzhiki";"past: early Soviet";"Factual Statement by Author";"Rupture"
"Tajik women / tadzhichki";"atheist / non-spiritual / materialist";"71126";"1975_6";"tadzhiki";"past: early Soviet";"Factual Statement by Author";"Rupture"
"Turkestan / Turkestanskij kraj / general-gubernatorstvo";"religious";"7193";"1974_5";"Historical locations";"past: pre-Soviet";NA;NA
"Turkestan / Turkestanskij kraj / general-gubernatorstvo";"archaic / arkhaichno";"7193";"1974_5";"Historical locations";"past: pre-Soviet";NA;NA
"Turkestan / Turkestanskij kraj / general-gubernatorstvo";"otstalyj / backward";"7193";"1974_5";"Historical locations";"past: pre-Soviet";NA;NA
"Turkestan / Turkestanskij kraj / general-gubernatorstvo";"feudal";"7193";"1974_5";"Historical locations";"past: pre-Soviet";NA;NA
"Turkestan / Turkestanskij kraj / general-gubernatorstvo";"uneducated";"7193";"1974_5";"Historical locations";"past: pre-Soviet";NA;NA
"Turkestan / Turkestanskij kraj / general-gubernatorstvo";"suppressed / ugnetennyj / exploited / exploitative";"7193";"1974_5";"Historical locations";"past: pre-Soviet";NA;NA
"Turkestan / Turkestanskij kraj / general-gubernatorstvo";"undemocratic / hierarchical / despotic";"7193";"1974_5";"Historical locations";"past: pre-Soviet";NA;NA
"Turkestan / Turkestanskij kraj / general-gubernatorstvo";"Muslim";"7193";"1974_5";"Historical locations";"past: pre-Soviet";NA;NA
"Turkestan / Turkestanskij kraj / general-gubernatorstvo";"patriarchal";"7193";"1974_5";"Historical locations";"past: pre-Soviet";NA;NA
"Tajik women / tadzhichki";"active";"72557";"1956_3";"tadzhiki";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"Tajik women / tadzhichki";"progressive / peredovyj / novyj / efficient";"72557";"1956_3";"tadzhiki";"past: early Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"sel'skoe naselenie Tadzh. / rural population of Tajikistan";"otstalyj / backward";"72845";"1982_3";"Groups";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"sel'skoe naselenie Tadzh. / rural population of Tajikistan";"patriarchal";"72845";"1982_3";"Groups";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"sel'skoe naselenie Tadzh. / rural population of Tajikistan";"traditional / narodnyj / nacional'nyj";"72845";"1982_3";"Groups";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"gorodskoe naselenie Tadzh. / urban population of Tajikistan";"progressive / progressivnyj";"74265";"1982_3";"Groups";"present";"Citation informant, local population, interviewee";NA
"gorodskoe naselenie Tadzh. / urban population of Tajikistan";"modern / sovremennyj";"74265";"1982_3";"Groups";"present";"Citation informant, local population, interviewee";NA
"tadzhiki";"egalitarian / liberated";"74493";"1982_3";"Groups";NA;"Factual Statement by Author";NA
"tadzhiki";"modern / sovremennyj";"74493";"1982_3";"Groups";NA;"Factual Statement by Author";NA
"tadzhiki Samarkanda (Uzbekistan)";"impoverished (culturally / spiritually)";"74721";"1991_1";"Tajiks outside the Tajik SSR";"present";"Factual Statement by Author";NA
"tadzhiki Samarkanda (Uzbekistan)";"suppressed / ugnetennyj / exploited / exploitative";"74721";"1991_1";"Tajiks outside the Tajik SSR";"present";"Factual Statement by Author";NA
"tadzhiki Bukhary (Uzbekistan)";"impoverished (culturally / spiritually)";"74721";"1991_1";"Tajiks outside the Tajik SSR";"present";"Factual Statement by Author";NA
"tadzhiki Bukhary (Uzbekistan)";"suppressed / ugnetennyj / exploited / exploitative";"74721";"1991_1";"Tajiks outside the Tajik SSR";"present";"Factual Statement by Author";NA
"Uzbek women / uzbechki";"educated";"74911";"1986_1";"uzbeki";"past: early Soviet";"Factual Statement by Author";NA
"Tajik women / tadzhichki";"educated";"74911";"1986_1";"tadzhiki";"past: early Soviet";"Factual Statement by Author";NA
"tadzhiki Samarkanda (Uzbekistan)";"democratic";"79201";"1991_1";"Tajiks outside the Tajik SSR";"present";"Factual Statement by Author";NA
"tadzhiki Samarkanda (Uzbekistan)";"active";"79201";"1991_1";"Tajiks outside the Tajik SSR";"present";"Factual Statement by Author";NA
"tadzhiki Samarkanda (Uzbekistan)";"peaceful";"79201";"1991_1";"Tajiks outside the Tajik SSR";"present";"Factual Statement by Author";NA
"tadzhiki Bukhary (Uzbekistan)";"democratic";"79201";"1991_1";"Tajiks outside the Tajik SSR";"present";"Factual Statement by Author";NA
"tadzhiki Bukhary (Uzbekistan)";"active";"79201";"1991_1";"Tajiks outside the Tajik SSR";"present";"Factual Statement by Author";NA
"tadzhiki Bukhary (Uzbekistan)";"peaceful";"79201";"1991_1";"Tajiks outside the Tajik SSR";"present";"Factual Statement by Author";NA
"Kazakhstan / Kazakhskaja SSR";"educated";"7992";"1964-5";"Locations";"past: early Soviet";"Factual Statement by Author";"Continuity"
"Kirgizija / Kirgizskaja SSR";"educated";"7992";"1964-5";"Locations";"past: early Soviet";"Factual Statement by Author";"Continuity"
"Tajikistan / TadzhSSR";"educated";"7992";"1964-5";"Locations";"past: early Soviet";"Factual Statement by Author";"Continuity"
"Turkmenistan / Turkmenija / Turkmenskaja SSR";"educated";"7992";"1964-5";"Locations";"past: early Soviet";"Factual Statement by Author";"Continuity"
"Central Asia / Srednjaja Azija";"diverse / mnogoobrazno";"81253";"1979_3";"Locations";"present";"Factual Statement by Author";"Rupture"
"Central Asia / Srednjaja Azija";"obespechenno (material'noe blagosostojanie) / well off";"81253";"1979_3";"Locations";"present";"Factual Statement by Author";"Rupture"
"Central Asia / Srednjaja Azija";"changing / in a process of change";"81253";"1979_3";"Locations";"present";"Factual Statement by Author";"Rupture"
"Central Asia / Srednjaja Azija";"healthy";"81253";"1979_3";"Locations";"present";"Factual Statement by Author";"Rupture"
"Tajikistan / TadzhSSR";"diverse / mnogoobrazno";"81253";"1979_3";"Locations";"present";"Factual Statement by Author";"Rupture"
"Tajikistan / TadzhSSR";"obespechenno (material'noe blagosostojanie) / well off";"81253";"1979_3";"Locations";"present";"Factual Statement by Author";"Rupture"
"Tajikistan / TadzhSSR";"changing / in a process of change";"81253";"1979_3";"Locations";"present";"Factual Statement by Author";"Rupture"
"Tajikistan / TadzhSSR";"healthy";"81253";"1979_3";"Locations";"present";"Factual Statement by Author";"Rupture"
"severnye tadzhiki / Northern Tajikistan Tajiks";"traditional / narodnyj / nacional'nyj";"81902";"1979_3";"tadzhiki";"past: early Soviet";"Factual Statement by Author";NA
"severnye tadzhiki / Northern Tajikistan Tajiks";"mixed / coexisting";"81902";"1979_3";"tadzhiki";"past: early Soviet";"Factual Statement by Author";NA
"severnye tadzhiki / Northern Tajikistan Tajiks";"diverse / mnogoobrazno";"81902";"1979_3";"tadzhiki";"past: early Soviet";"Factual Statement by Author";NA
"russkij narod / Russians";"traditional / narodnyj / nacional'nyj";"81902";"1979_3";"Groups";"past: early Soviet";"Factual Statement by Author";NA
"russkij narod / Russians";"mixed / coexisting";"81902";"1979_3";"Groups";"past: early Soviet";"Factual Statement by Author";NA
"russkij narod / Russians";"diverse / mnogoobrazno";"81902";"1979_3";"Groups";"past: early Soviet";"Factual Statement by Author";NA
"Turkestan / Turkestanskij kraj / general-gubernatorstvo";"changing / in a process of change";"8285";"1974_5";"Historical locations";"past: pre-Soviet";NA;NA
"tadzhiki verkhov'ev Zeravshana";"traditional / narodnyj / nacional'nyj";"83524";"1979_3";"groups in mountainous regions";"past: early Soviet";"Factual Statement by Author";NA
"tadzhiki verkhov'ev Zeravshana";"mixed / coexisting";"83524";"1979_3";"groups in mountainous regions";"past: early Soviet";"Factual Statement by Author";NA
"tadzhiki verkhov'ev Zeravshana";"diverse / mnogoobrazno";"83524";"1979_3";"groups in mountainous regions";"past: early Soviet";"Factual Statement by Author";NA
"russkij narod / Russians";"traditional / narodnyj / nacional'nyj";"83524";"1979_3";"Groups";"past: early Soviet";"Factual Statement by Author";NA
"russkij narod / Russians";"mixed / coexisting";"83524";"1979_3";"Groups";"past: early Soviet";"Factual Statement by Author";NA
"russkij narod / Russians";"diverse / mnogoobrazno";"83524";"1979_3";"Groups";"past: early Soviet";"Factual Statement by Author";NA
"tadzhiki Darvaza";"traditional / narodnyj / nacional'nyj";"85301";"1984_4";"groups in mountainous regions";"past";"Factual Statement by Author";"Continuity"
"tadzhiki Darvaza";"traditional / narodnyj / nacional'nyj";"85301";"1984_4";"groups in mountainous regions";"present";"Factual Statement by Author";"Continuity"
"pamirskie tadzhiki Ishkashima";"traditional / narodnyj / nacional'nyj";"85301";"1984_4";"Pamiri groups";"past";"Factual Statement by Author";"Continuity"
"pamirskie tadzhiki Ishkashima";"traditional / narodnyj / nacional'nyj";"85301";"1984_4";"Pamiri groups";"present";"Factual Statement by Author";"Continuity"
"pamirskie tadzhiki Rushana";"traditional / narodnyj / nacional'nyj";"85301";"1984_4";"Pamiri groups";"past";"Factual Statement by Author";"Continuity"
"pamirskie tadzhiki Rushana";"traditional / narodnyj / nacional'nyj";"85301";"1984_4";"Pamiri groups";"present";"Factual Statement by Author";"Continuity"
"""Rossija"" / Russian Empire";"progressive / peredovyj / novyj / efficient";"85337";"1955_3";"Historical locations";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"""Rossija"" / Russian Empire";"polozhitel'no / positive";"85337";"1955_3";"Historical locations";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"Tajikistan / TadzhSSR";"progressive / peredovyj / novyj / efficient";"85337";"1955_3";"Locations";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"Tajikistan / TadzhSSR";"polozhitel'no / positive";"85337";"1955_3";"Locations";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"Central Asia / Srednjaja Azija";"progressive / peredovyj / novyj / efficient";"85337";"1955_3";"Locations";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"Central Asia / Srednjaja Azija";"polozhitel'no / positive";"85337";"1955_3";"Locations";NA;"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"Tajikistan / TadzhSSR";"undemocratic / hierarchical / despotic";"85380";"1975_6";"Locations";"present";"Factual Statement by Author";NA
"narody Srednej Azii i Kazakhstana";"undemocratic / hierarchical / despotic";"85380";"1975_6";"Groups";"present";"Factual Statement by Author";NA
"gornye oblasti Tadzh. / mountainous regions of Tajikistan";"traditional / narodnyj / nacional'nyj";"88714";"1984_4";"Tajikistan / TadzhSSR";NA;"Factual Statement by Author";NA
"Central Asia / Srednjaja Azija";"traditional / narodnyj / nacional'nyj";"88714";"1984_4";"Locations";NA;"Factual Statement by Author";NA
"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO";"vanishing / being replaced or erased";"89399";"1990_5";"Pamir";NA;"Factual Statement by Author";NA
"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO";"dragocennyj / valuable";"89399";"1990_5";"Pamir";NA;"Factual Statement by Author";NA
"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO";"threatened / attacked / in need of protection";"89399";"1990_5";"Pamir";NA;"Factual Statement by Author";NA
"pamirskie narody";"vanishing / being replaced or erased";"89399";"1990_5";"Pamiri groups";NA;"Factual Statement by Author";NA
"pamirskie narody";"dragocennyj / valuable";"89399";"1990_5";"Pamiri groups";NA;"Factual Statement by Author";NA
"pamirskie narody";"threatened / attacked / in need of protection";"89399";"1990_5";"Pamiri groups";NA;"Factual Statement by Author";NA
"tadzhiki";"developed / razvito";"89529";"1979_3";"Groups";"present";"Factual Statement by Author";NA
"tadzhiki";"traditional / narodnyj / nacional'nyj";"89529";"1979_3";"Groups";"present";"Factual Statement by Author";NA
"tadzhiki";"diverse / mnogoobrazno";"89529";"1979_3";"Groups";"present";"Factual Statement by Author";NA
"pripamirskie narodnosti / narody / pripamircy";"isolated / otdalennyj / trudnodostupnyj";"93760";"1965_6";"Pamiri groups";"past: early Soviet";"Factual Statement by Author";NA
"tadzhiki";"flawed / in need of improvement";"95724";"1975_4";"Groups";"present";NA;NA
"Soviet Union";"flawed / in need of improvement";"95724";"1975_4";"Locations";"present";NA;NA
"tadzhiki";"unique / locally specific / svoeobraznyj / samobytnyj";"95881";"1955_3";"Groups";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"tadzhiki";"mixed / coexisting";"95881";"1955_3";"Groups";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"tadzhiki";"modern / sovremennyj";"95881";"1955_3";"Groups";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"pripamirskie narodnosti / narody / pripamircy";"changing / in a process of change";"96098";"1965_6";"Pamiri groups";"present";"Factual Statement by Author";NA
"pripamirskie narodnosti / narody / pripamircy";"mixed / coexisting";"96098";"1965_6";"Pamiri groups";"present";"Factual Statement by Author";NA
"tadzhiki";"changing / in a process of change";"96098";"1965_6";"Groups";"present";"Factual Statement by Author";NA
"tadzhiki";"mixed / coexisting";"96098";"1965_6";"Groups";"present";"Factual Statement by Author";NA
"pripamirskie narodnosti / narody / pripamircy";"patriarchal";"98389";"1965_6";"Pamiri groups";"past: pre-Soviet";"Factual Statement by Author";NA
"pripamirskie narodnosti / narody / pripamircy";"feudal";"98389";"1965_6";"Pamiri groups";"past: pre-Soviet";"Factual Statement by Author";NA
"pripamirskie narodnosti / narody / pripamircy";"religious";"98389";"1965_6";"Pamiri groups";"past: pre-Soviet";"Factual Statement by Author";NA
"pripamirskie narodnosti / narody / pripamircy";"otstalyj / backward";"98389";"1965_6";"Pamiri groups";"past: pre-Soviet";"Factual Statement by Author";NA
"Tajikistan / TadzhSSR";"innovative";"98783";"1955_3";"Locations";"present";"Correction of cited research or literature";NA
"Tajikistan / TadzhSSR";"innovative";"98783";"1955_3";"Locations";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"Tajikistan / TadzhSSR";"modern / sovremennyj";"98783";"1955_3";"Locations";"present";"Correction of cited research or literature";NA
"Tajikistan / TadzhSSR";"modern / sovremennyj";"98783";"1955_3";"Locations";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"Tajikistan / TadzhSSR";"developed / razvito";"98783";"1955_3";"Locations";"present";"Correction of cited research or literature";NA
"Tajikistan / TadzhSSR";"developed / razvito";"98783";"1955_3";"Locations";"present";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
