"source";"target";"startpos";"issue";"group";"tempi";"type_of_statement";"past_present_relation";"feature";"relation"
"nizhnij Pjandzh";"verkhnij Pjandzh / bassejn verkhnego Pjandzha";"251988";"1963_6";"pripamirskie rajony / Pripamir', pripamirskie rajony / Pripamir'";"present";"Factual Statement by Author";NA;"perezhitki / survivals";NA
"tadzhiki";"tjurki";"252598";"1990_4";"Groups, Groups";"present";"Factual Statement by Author";NA;"shamanskij obrjad / verovanija / obychai shamanstvo";"proximity / similarity"
"tadzhiki-chagatai";"tadzhiki-kulobi";"253193";"1964-6";"tadzhiki, tadzhiki";"past: pre-Russian Empire / pre-Russian colonialism";"Factual Statement by Author";NA;"dukhovnaja kul'tura / spiritual culture";"difference"
"tadzhiki-chagatai";"tadzhiki-kulobi";"253193";"1964-6";"tadzhiki, tadzhiki";"past: pre-Russian Empire / pre-Russian colonialism";"Factual Statement by Author";NA;"material'naja kul'tura / material culture";"difference"
"tadzhiki-chagatai";"tadzhiki-kulobi";"253193";"1964-6";"tadzhiki, tadzhiki";"past: pre-Soviet";"Factual Statement by Author";NA;"dukhovnaja kul'tura / spiritual culture";"difference"
"tadzhiki-chagatai";"tadzhiki-kulobi";"253193";"1964-6";"tadzhiki, tadzhiki";"past: pre-Soviet";"Factual Statement by Author";NA;"material'naja kul'tura / material culture";"difference"
"gornye tadzhiki";"tadzhiki-kulobi";"253625";"1964-6";"groups in mountainous regions, tadzhiki";"past";"Factual Statement by Author";NA;"kul'tura / kul'turnye tradicii / culture / cultural traditions";"proximity / similarity"
"gornye tadzhiki";"pripamirskie tadzhiki";"253625";"1964-6";"groups in mountainous regions, Pamir groups";"past";"Factual Statement by Author";NA;"kul'tura / kul'turnye tradicii / culture / cultural traditions";"proximity / similarity"
"gornye tadzhiki";"karategini Fergany / karategincy Fergany";"253625";"1964-6";"groups in mountainous regions, population of Ferghana";"past";"Factual Statement by Author";NA;"kul'tura / kul'turnye tradicii / culture / cultural traditions";"proximity / similarity"
"darvazcy";"tadzhiki-kulobi";"253625";"1964-6";"tadzhiki, tadzhiki";"past";"Factual Statement by Author";NA;"kul'tura / kul'turnye tradicii / culture / cultural traditions";"proximity / similarity"
"darvazcy";"karategini Fergany / karategincy Fergany";"253625";"1964-6";"tadzhiki, population of Ferghana";"past";"Factual Statement by Author";NA;"kul'tura / kul'turnye tradicii / culture / cultural traditions";"proximity / similarity"
"russkij narod / Russians";"tadzhiki";"25403";"1960_2";"Groups, Groups";"past: pre-Soviet";NA;NA;"identity / self-description / samonazvanie / samosoznanie";"influence"
"russkij narod / Russians";"tadzhiki";"25403";"1960_2";"Groups, Groups";"past: pre-Soviet";NA;NA;"literature / poslovica / pogovorki";"influence"
"russkij narod / Russians";"tadzhiki";"25403";"1960_2";"Groups, Groups";"past: pre-Soviet";NA;NA;"kul'tura / kul'turnye tradicii / culture / cultural traditions";"influence"
"tadzhiki kuljabskoj oblasti / Kuljaba";"tadzhiki-kulobi";"254167";"1964-6";"tadzhiki, tadzhiki";"past";"Factual Statement by Author";NA;"identity / self-description / samonazvanie / samosoznanie";NA
"gornye tadzhiki Kashkadar'i i Surkhana";"tadzhiki Zeravshanskoj doliny";"256986";"1964-6";"gornye tadzhiki, tadzhiki";NA;"Factual Statement by Author";NA;"ethnogenesis / slozhenie naroda / etnicheskaja konsolidacija";"assimilation"
"gornye tadzhiki Kashkadar'i i Surkhana";"tadzhiki-chagatai";"256986";"1964-6";"gornye tadzhiki, tadzhiki";NA;"Factual Statement by Author";NA;"ethnogenesis / slozhenie naroda / etnicheskaja konsolidacija";"assimilation"
"tadzhiki Zeravshanskoj doliny";"tadzhiki-chagatai";"256986";"1964-6";"tadzhiki, tadzhiki";NA;"Factual Statement by Author";NA;"ethnogenesis / slozhenie naroda / etnicheskaja konsolidacija";"assimilation"
"gornye tadzhiki";"narody Srednej Azii";"257552";"1957_2";"groups in mountainous regions, narody Srednej Azii i Kazakhstana";"past: pre-Russian Empire / pre-Russian colonialism";"Factual Statement by Author";NA;"zemledelie / sel'skoe khosjajstvo / agriculture";"proximity / similarity"
"gornye tadzhiki";"narody Srednej Azii";"257552";"1957_2";"groups in mountainous regions, narody Srednej Azii i Kazakhstana";"past: pre-Russian Empire / pre-Russian colonialism";"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"khisori";"tadzhiki Surkhandar'inskoj oblasti (Uzbekistan)";"260592";"1964-6";"Groups, Tajiks outside Tajikistan";"past";"Citation informant, local population, interviewee";NA;"identity / self-description / samonazvanie / samosoznanie";NA
"Eastern Iran";"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO";"260894";"1966_2";"Iran, Locations";"past: pre-Islamic / pre-Arab conquest";"Factual Statement by Author";NA;"paintings / rospisi / stennye rospisi / naskal'nye risunki";"influence"
"Eastern Iran";"Sin'czjan";"260894";"1966_2";"Iran, Locations";"past: pre-Islamic / pre-Arab conquest";"Factual Statement by Author";NA;"paintings / rospisi / stennye rospisi / naskal'nye risunki";"influence"
"Eastern Iran";"North-West India";"260894";"1966_2";"Iran, India";"past: pre-Islamic / pre-Arab conquest";"Factual Statement by Author";NA;"paintings / rospisi / stennye rospisi / naskal'nye risunki";"influence"
"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO";"Sin'czjan";"260894";"1966_2";"Locations, Locations";"past: pre-Islamic / pre-Arab conquest";"Factual Statement by Author";NA;"paintings / rospisi / stennye rospisi / naskal'nye risunki";"influence"
"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO";"North-West India";"260894";"1966_2";"Locations, India";"past: pre-Islamic / pre-Arab conquest";"Factual Statement by Author";NA;"paintings / rospisi / stennye rospisi / naskal'nye risunki";"influence"
"Afghanistan";"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO";"260894";"1966_2";"Locations, Locations";"past: pre-Islamic / pre-Arab conquest";"Factual Statement by Author";NA;"paintings / rospisi / stennye rospisi / naskal'nye risunki";"influence"
"Afghanistan";"Sin'czjan";"260894";"1966_2";"Locations, Locations";"past: pre-Islamic / pre-Arab conquest";"Factual Statement by Author";NA;"paintings / rospisi / stennye rospisi / naskal'nye risunki";"influence"
"narody Srednej Azii i Kazakhstana";"tjurki";"262394";"1990_4";"Groups, Groups";NA;NA;NA;"shamanskij obrjad / verovanija / obychai shamanstvo";"difference"
"tadzhiki";"tjurki";"262394";"1990_4";"Groups, Groups";NA;NA;NA;"shamanskij obrjad / verovanija / obychai shamanstvo";"difference"
"narody Sibiri";"tjurki";"262394";"1990_4";"Groups, Groups";NA;NA;NA;"shamanskij obrjad / verovanija / obychai shamanstvo";"difference"
"narody Srednej Azii i Kazakhstana";"tadzhiki";"262394";"1990_4";"Groups, Groups";NA;NA;NA;"shamanskij obrjad / verovanija / obychai shamanstvo";"difference"
"narody Sibiri";"narody Srednej Azii i Kazakhstana";"262394";"1990_4";"Groups, Groups";NA;NA;NA;"shamanskij obrjad / verovanija / obychai shamanstvo";"difference"
"narody Sibiri";"tadzhiki";"262394";"1990_4";"Groups, Groups";NA;NA;NA;"shamanskij obrjad / verovanija / obychai shamanstvo";"difference"
"Central Asia / Srednjaja Azija";"narody Sibiri";"262394";"1990_4";"Locations, Groups";NA;NA;NA;"shamanskij obrjad / verovanija / obychai shamanstvo";"difference"
"sarykol'cy";"vakhancy";"263590";"1956_2";"Pamir groups, Pamir groups";"present";"Factual Statement by Author";NA;"language / spoken (incl. dialects)";"proximity / similarity"
"sarykol'cy";"vakhancy";"263590";"1956_2";"Pamir groups, Pamir groups";"present";"Factual Statement by Author";NA;"religion (Islam)";"proximity / similarity"
"sarykol'cy";"Sin'czjanskie tadzhiki / tadzhiki v Kitae";"263590";"1956_2";"Pamir groups, Tajiks outside Tajikistan";"present";"Factual Statement by Author";NA;"language / spoken (incl. dialects)";"proximity / similarity"
"sarykol'cy";"Sin'czjanskie tadzhiki / tadzhiki v Kitae";"263590";"1956_2";"Pamir groups, Tajiks outside Tajikistan";"present";"Factual Statement by Author";NA;"religion (Islam)";"proximity / similarity"
"sarykol'cy";"shugnancy";"263590";"1956_2";"Pamir groups, Pamir groups";"present";"Factual Statement by Author";NA;"language / spoken (incl. dialects)";"proximity / similarity"
"sarykol'cy";"shugnancy";"263590";"1956_2";"Pamir groups, Pamir groups";"present";"Factual Statement by Author";NA;"religion (Islam)";"proximity / similarity"
"roshancy";"sarykol'cy";"263590";"1956_2";"Pamir groups, Pamir groups";"present";"Factual Statement by Author";NA;"language / spoken (incl. dialects)";"proximity / similarity"
"roshancy";"sarykol'cy";"263590";"1956_2";"Pamir groups, Pamir groups";"present";"Factual Statement by Author";NA;"religion (Islam)";"proximity / similarity"
"shugnancy";"vakhancy";"263590";"1956_2";"Pamir groups, Pamir groups";"present";"Factual Statement by Author";NA;"language / spoken (incl. dialects)";"proximity / similarity"
"shugnancy";"vakhancy";"263590";"1956_2";"Pamir groups, Pamir groups";"present";"Factual Statement by Author";NA;"religion (Islam)";"proximity / similarity"
"roshancy";"vakhancy";"263590";"1956_2";"Pamir groups, Pamir groups";"present";"Factual Statement by Author";NA;"language / spoken (incl. dialects)";"proximity / similarity"
"roshancy";"vakhancy";"263590";"1956_2";"Pamir groups, Pamir groups";"present";"Factual Statement by Author";NA;"religion (Islam)";"proximity / similarity"
"pamircy (Afghanistan)";"Sin'czjanskie tadzhiki / tadzhiki v Kitae";"263590";"1956_2";"Groups in Afghanistan, Tajiks outside Tajikistan";"present";"Factual Statement by Author";NA;"language / spoken (incl. dialects)";"proximity / similarity"
"pamircy (Afghanistan)";"Sin'czjanskie tadzhiki / tadzhiki v Kitae";"263590";"1956_2";"Groups in Afghanistan, Tajiks outside Tajikistan";"present";"Factual Statement by Author";NA;"religion (Islam)";"proximity / similarity"
"pamircy (Afghanistan)";"shugnancy";"263590";"1956_2";"Groups in Afghanistan, Pamir groups";"present";"Factual Statement by Author";NA;"language / spoken (incl. dialects)";"proximity / similarity"
"pamircy (Afghanistan)";"shugnancy";"263590";"1956_2";"Groups in Afghanistan, Pamir groups";"present";"Factual Statement by Author";NA;"religion (Islam)";"proximity / similarity"
"pamircy (Afghanistan)";"roshancy";"263590";"1956_2";"Groups in Afghanistan, Pamir groups";"present";"Factual Statement by Author";NA;"language / spoken (incl. dialects)";"proximity / similarity"
"pamircy (Afghanistan)";"roshancy";"263590";"1956_2";"Groups in Afghanistan, Pamir groups";"present";"Factual Statement by Author";NA;"religion (Islam)";"proximity / similarity"
"roshancy";"shugnancy";"263590";"1956_2";"Pamir groups, Pamir groups";"present";"Factual Statement by Author";NA;"language / spoken (incl. dialects)";"proximity / similarity"
"roshancy";"shugnancy";"263590";"1956_2";"Pamir groups, Pamir groups";"present";"Factual Statement by Author";NA;"religion (Islam)";"proximity / similarity"
"tadzhiki Fergany / Tajiks of Ferghana";"uzbeki Fergany / Uzbeks of Ferghana";"264608";"1970_4";"tadzhiki, uzbeki";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"intermarriages / mezhnacional'nye / mezhetnicheskie braki";"contact / connection (interpersonal, interethnic,...)"
"kirgizy Fergany / Kyrgyz population of Ferghana";"tadzhiki Fergany / Tajiks of Ferghana";"264884";"1970_4";"kirgizy, tadzhiki";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA;"intermarriages / mezhnacional'nye / mezhetnicheskie braki";"contact / connection (interpersonal, interethnic,...)"
"ujgury";"uzbeki Khorezma";"265450";"1990_4";"Groups, uzbeki";NA;"Factual Statement by Author";NA;"shamanskij obrjad / verovanija / obychai shamanstvo";"proximity / similarity"
"tadzhiki";"ujgury";"265450";"1990_4";"Groups, Groups";NA;"Factual Statement by Author";NA;"shamanskij obrjad / verovanija / obychai shamanstvo";"proximity / similarity"
"turkmeny";"uzbeki Khorezma";"265450";"1990_4";"Central Asian titular nations, uzbeki";NA;"Factual Statement by Author";NA;"shamanskij obrjad / verovanija / obychai shamanstvo";"proximity / similarity"
"drevnjaja India";"pamirskie tadzhiki";"268129";"1982_2";"Historical locations, Pamir groups";"past: pre-Islamic / pre-Arab conquest";"Factual Statement by Author";"Continuity";"housing / architecture / zhilisshe";"proximity / similarity"
"drevnjaja India";"pamirskie tadzhiki";"268129";"1982_2";"Historical locations, Pamir groups";"past: pre-Islamic / pre-Arab conquest";"Factual Statement by Author";"Continuity";"perezhitki / survivals";"proximity / similarity"
"drevnjaja India";"pamirskie tadzhiki";"268129";"1982_2";"Historical locations, Pamir groups";"past: pre-Islamic / pre-Arab conquest";"Factual Statement by Author";"Continuity";"religion / spirituality (pre-Muslim)";"proximity / similarity"
"drevnjaja India";"pamirskie tadzhiki";"268129";"1982_2";"Historical locations, Pamir groups";"past: pre-Islamic / pre-Arab conquest";"Factual Statement by Author";"Continuity";"magicheskie obrjady / praktiki / magic rites / practices";"proximity / similarity"
"drevnjaja India";"pamirskie tadzhiki";"268129";"1982_2";"Historical locations, Pamir groups";"past: pre-Islamic / pre-Arab conquest";"Factual Statement by Author";"Continuity";"animizm / kul'ty";"proximity / similarity"
"drevnjaja India";"pamirskie tadzhiki";"268129";"1982_2";"Historical locations, Pamir groups";"past: pre-Islamic / pre-Arab conquest";"Citation Research, Secondary Literature, doklad, soobsshenie";"Continuity";"housing / architecture / zhilisshe";"proximity / similarity"
"drevnjaja India";"pamirskie tadzhiki";"268129";"1982_2";"Historical locations, Pamir groups";"past: pre-Islamic / pre-Arab conquest";"Citation Research, Secondary Literature, doklad, soobsshenie";"Continuity";"perezhitki / survivals";"proximity / similarity"
"drevnjaja India";"pamirskie tadzhiki";"268129";"1982_2";"Historical locations, Pamir groups";"past: pre-Islamic / pre-Arab conquest";"Citation Research, Secondary Literature, doklad, soobsshenie";"Continuity";"religion / spirituality (pre-Muslim)";"proximity / similarity"
"drevnjaja India";"pamirskie tadzhiki";"268129";"1982_2";"Historical locations, Pamir groups";"past: pre-Islamic / pre-Arab conquest";"Citation Research, Secondary Literature, doklad, soobsshenie";"Continuity";"magicheskie obrjady / praktiki / magic rites / practices";"proximity / similarity"
"drevnjaja India";"pamirskie tadzhiki";"268129";"1982_2";"Historical locations, Pamir groups";"past: pre-Islamic / pre-Arab conquest";"Citation Research, Secondary Literature, doklad, soobsshenie";"Continuity";"animizm / kul'ty";"proximity / similarity"
"tadzhiki Samarkanda (Uzbekistan)";"uzbeki Samarkandskoj i Kashkadar'inskoj oblastej";"269020";"1983_6";"Tajiks outside Tajikistan, uzbeki";NA;NA;NA;"language / terminology";"proximity / similarity"
"tadzhiki Samarkanda (Uzbekistan)";"uzbeki Samarkandskoj i Kashkadar'inskoj oblastej";"269020";"1983_6";"Tajiks outside Tajikistan, uzbeki";NA;NA;NA;"textile production / handicraft / weaving / vyshivka";"proximity / similarity"
"Ancient Greece / Hellenic world";"persy / iranojazychnye narody / Persian-/Iranian-speaking group";"270092";"1990_4";"Historical locations, Groups in Iran";"past: pre-Islamic / pre-Arab conquest";"Factual Statement by Author";NA;"shamanskij obrjad / verovanija / obychai shamanstvo";"proximity / similarity"
"Ancient Greece / Hellenic world";"persy / iranojazychnye narody / Persian-/Iranian-speaking group";"270092";"1990_4";"Historical locations, Groups in Iran";"past: pre-Islamic / pre-Arab conquest";"Factual Statement by Author";NA;"use of specific tools or methods";"proximity / similarity"
"Ancient Egypt";"Ancient Greece / Hellenic world";"270092";"1990_4";"Historical locations, Historical locations";"past: pre-Islamic / pre-Arab conquest";"Factual Statement by Author";NA;"shamanskij obrjad / verovanija / obychai shamanstvo";"proximity / similarity"
