"source";"target";"startpos";"issue";"group";"tempi";"type_of_statement";"past_present_relation";"attribute"
"mundzhancy";"shugnancy";"575107";"1979_2";"Pamir groups, Pamir groups";"present";NA;NA;"unique / locally specific / svoeobraznyj / samobytnyj"
"mundzhancy";"shugnancy";"575107";"1979_2";"Pamir groups, Pamir groups";"present";NA;NA;"samostojatel'no / independent"
"ishkashimcy";"shugnancy";"575107";"1979_2";"Pamir groups, Pamir groups";"present";NA;NA;"isolated / otdalennyj / trudnodostupnyj"
"ishkashimcy";"shugnancy";"575107";"1979_2";"Pamir groups, Pamir groups";"present";NA;NA;"unique / locally specific / svoeobraznyj / samobytnyj"
"ishkashimcy";"shugnancy";"575107";"1979_2";"Pamir groups, Pamir groups";"present";NA;NA;"samostojatel'no / independent"
"narody Vostochnogo Gindukusha";"shugnancy";"575107";"1979_2";"Pamir groups, narody Gindukusha";"present";NA;NA;"isolated / otdalennyj / trudnodostupnyj"
"narody Vostochnogo Gindukusha";"shugnancy";"575107";"1979_2";"Pamir groups, narody Gindukusha";"present";NA;NA;"unique / locally specific / svoeobraznyj / samobytnyj"
"narody Vostochnogo Gindukusha";"shugnancy";"575107";"1979_2";"Pamir groups, narody Gindukusha";"present";NA;NA;"samostojatel'no / independent"
"sarykol'cy";"shugnancy";"575107";"1979_2";"Pamir groups, Pamir groups";"present";NA;NA;"isolated / otdalennyj / trudnodostupnyj"
"sarykol'cy";"shugnancy";"575107";"1979_2";"Pamir groups, Pamir groups";"present";NA;NA;"unique / locally specific / svoeobraznyj / samobytnyj"
"sarykol'cy";"shugnancy";"575107";"1979_2";"Pamir groups, Pamir groups";"present";NA;NA;"samostojatel'no / independent"
"jazgulemcy";"narodnosti Zapadnogo Pamira";"575107";"1979_2";"Pamir groups, Pamir groups";"present";NA;NA;"isolated / otdalennyj / trudnodostupnyj"
"jazgulemcy";"narodnosti Zapadnogo Pamira";"575107";"1979_2";"Pamir groups, Pamir groups";"present";NA;NA;"unique / locally specific / svoeobraznyj / samobytnyj"
"jazgulemcy";"narodnosti Zapadnogo Pamira";"575107";"1979_2";"Pamir groups, Pamir groups";"present";NA;NA;"samostojatel'no / independent"
"narodnosti Zapadnogo Pamira";"vakhancy";"575107";"1979_2";"Pamir groups, Pamir groups";"present";NA;NA;"isolated / otdalennyj / trudnodostupnyj"
"narodnosti Zapadnogo Pamira";"vakhancy";"575107";"1979_2";"Pamir groups, Pamir groups";"present";NA;NA;"unique / locally specific / svoeobraznyj / samobytnyj"
"narodnosti Zapadnogo Pamira";"vakhancy";"575107";"1979_2";"Pamir groups, Pamir groups";"present";NA;NA;"samostojatel'no / independent"
"mundzhancy";"narodnosti Zapadnogo Pamira";"575107";"1979_2";"Pamir groups, Pamir groups";"present";NA;NA;"isolated / otdalennyj / trudnodostupnyj"
"mundzhancy";"narodnosti Zapadnogo Pamira";"575107";"1979_2";"Pamir groups, Pamir groups";"present";NA;NA;"unique / locally specific / svoeobraznyj / samobytnyj"
"mundzhancy";"narodnosti Zapadnogo Pamira";"575107";"1979_2";"Pamir groups, Pamir groups";"present";NA;NA;"samostojatel'no / independent"
"ishkashimcy";"narodnosti Zapadnogo Pamira";"575107";"1979_2";"Pamir groups, Pamir groups";"present";NA;NA;"isolated / otdalennyj / trudnodostupnyj"
"ishkashimcy";"narodnosti Zapadnogo Pamira";"575107";"1979_2";"Pamir groups, Pamir groups";"present";NA;NA;"unique / locally specific / svoeobraznyj / samobytnyj"
"ishkashimcy";"narodnosti Zapadnogo Pamira";"575107";"1979_2";"Pamir groups, Pamir groups";"present";NA;NA;"samostojatel'no / independent"
"narodnosti Zapadnogo Pamira";"narody Vostochnogo Gindukusha";"575107";"1979_2";"Pamir groups, narody Gindukusha";"present";NA;NA;"isolated / otdalennyj / trudnodostupnyj"
"narodnosti Zapadnogo Pamira";"narody Vostochnogo Gindukusha";"575107";"1979_2";"Pamir groups, narody Gindukusha";"present";NA;NA;"unique / locally specific / svoeobraznyj / samobytnyj"
"narodnosti Zapadnogo Pamira";"narody Vostochnogo Gindukusha";"575107";"1979_2";"Pamir groups, narody Gindukusha";"present";NA;NA;"samostojatel'no / independent"
"narodnosti Zapadnogo Pamira";"sarykol'cy";"575107";"1979_2";"Pamir groups, Pamir groups";"present";NA;NA;"isolated / otdalennyj / trudnodostupnyj"
"narodnosti Zapadnogo Pamira";"sarykol'cy";"575107";"1979_2";"Pamir groups, Pamir groups";"present";NA;NA;"unique / locally specific / svoeobraznyj / samobytnyj"
"narodnosti Zapadnogo Pamira";"sarykol'cy";"575107";"1979_2";"Pamir groups, Pamir groups";"present";NA;NA;"samostojatel'no / independent"
"jazgulemcy";"vakhancy";"575107";"1979_2";"Pamir groups, Pamir groups";"present";NA;NA;"isolated / otdalennyj / trudnodostupnyj"
"jazgulemcy";"vakhancy";"575107";"1979_2";"Pamir groups, Pamir groups";"present";NA;NA;"unique / locally specific / svoeobraznyj / samobytnyj"
"jazgulemcy";"vakhancy";"575107";"1979_2";"Pamir groups, Pamir groups";"present";NA;NA;"samostojatel'no / independent"
"jazgulemcy";"mundzhancy";"575107";"1979_2";"Pamir groups, Pamir groups";"present";NA;NA;"isolated / otdalennyj / trudnodostupnyj"
"jazgulemcy";"mundzhancy";"575107";"1979_2";"Pamir groups, Pamir groups";"present";NA;NA;"unique / locally specific / svoeobraznyj / samobytnyj"
"jazgulemcy";"mundzhancy";"575107";"1979_2";"Pamir groups, Pamir groups";"present";NA;NA;"samostojatel'no / independent"
"ishkashimcy";"jazgulemcy";"575107";"1979_2";"Pamir groups, Pamir groups";"present";NA;NA;"isolated / otdalennyj / trudnodostupnyj"
"ishkashimcy";"jazgulemcy";"575107";"1979_2";"Pamir groups, Pamir groups";"present";NA;NA;"unique / locally specific / svoeobraznyj / samobytnyj"
"ishkashimcy";"jazgulemcy";"575107";"1979_2";"Pamir groups, Pamir groups";"present";NA;NA;"samostojatel'no / independent"
"jazgulemcy";"narody Vostochnogo Gindukusha";"575107";"1979_2";"Pamir groups, narody Gindukusha";"present";NA;NA;"isolated / otdalennyj / trudnodostupnyj"
"jazgulemcy";"narody Vostochnogo Gindukusha";"575107";"1979_2";"Pamir groups, narody Gindukusha";"present";NA;NA;"unique / locally specific / svoeobraznyj / samobytnyj"
"jazgulemcy";"narody Vostochnogo Gindukusha";"575107";"1979_2";"Pamir groups, narody Gindukusha";"present";NA;NA;"samostojatel'no / independent"
"jazgulemcy";"sarykol'cy";"575107";"1979_2";"Pamir groups, Pamir groups";"present";NA;NA;"isolated / otdalennyj / trudnodostupnyj"
"jazgulemcy";"sarykol'cy";"575107";"1979_2";"Pamir groups, Pamir groups";"present";NA;NA;"unique / locally specific / svoeobraznyj / samobytnyj"
"jazgulemcy";"sarykol'cy";"575107";"1979_2";"Pamir groups, Pamir groups";"present";NA;NA;"samostojatel'no / independent"
"mundzhancy";"vakhancy";"575107";"1979_2";"Pamir groups, Pamir groups";"present";NA;NA;"isolated / otdalennyj / trudnodostupnyj"
"mundzhancy";"vakhancy";"575107";"1979_2";"Pamir groups, Pamir groups";"present";NA;NA;"unique / locally specific / svoeobraznyj / samobytnyj"
"mundzhancy";"vakhancy";"575107";"1979_2";"Pamir groups, Pamir groups";"present";NA;NA;"samostojatel'no / independent"
"ishkashimcy";"vakhancy";"575107";"1979_2";"Pamir groups, Pamir groups";"present";NA;NA;"isolated / otdalennyj / trudnodostupnyj"
"ishkashimcy";"vakhancy";"575107";"1979_2";"Pamir groups, Pamir groups";"present";NA;NA;"unique / locally specific / svoeobraznyj / samobytnyj"
"ishkashimcy";"vakhancy";"575107";"1979_2";"Pamir groups, Pamir groups";"present";NA;NA;"samostojatel'no / independent"
"narody Vostochnogo Gindukusha";"vakhancy";"575107";"1979_2";"Pamir groups, narody Gindukusha";"present";NA;NA;"isolated / otdalennyj / trudnodostupnyj"
"narody Vostochnogo Gindukusha";"vakhancy";"575107";"1979_2";"Pamir groups, narody Gindukusha";"present";NA;NA;"unique / locally specific / svoeobraznyj / samobytnyj"
"narody Vostochnogo Gindukusha";"vakhancy";"575107";"1979_2";"Pamir groups, narody Gindukusha";"present";NA;NA;"samostojatel'no / independent"
"sarykol'cy";"vakhancy";"575107";"1979_2";"Pamir groups, Pamir groups";"present";NA;NA;"isolated / otdalennyj / trudnodostupnyj"
"sarykol'cy";"vakhancy";"575107";"1979_2";"Pamir groups, Pamir groups";"present";NA;NA;"unique / locally specific / svoeobraznyj / samobytnyj"
"sarykol'cy";"vakhancy";"575107";"1979_2";"Pamir groups, Pamir groups";"present";NA;NA;"samostojatel'no / independent"
"ishkashimcy";"mundzhancy";"575107";"1979_2";"Pamir groups, Pamir groups";"present";NA;NA;"isolated / otdalennyj / trudnodostupnyj"
"ishkashimcy";"mundzhancy";"575107";"1979_2";"Pamir groups, Pamir groups";"present";NA;NA;"unique / locally specific / svoeobraznyj / samobytnyj"
"ishkashimcy";"mundzhancy";"575107";"1979_2";"Pamir groups, Pamir groups";"present";NA;NA;"samostojatel'no / independent"
"mundzhancy";"narody Vostochnogo Gindukusha";"575107";"1979_2";"Pamir groups, narody Gindukusha";"present";NA;NA;"isolated / otdalennyj / trudnodostupnyj"
"mundzhancy";"narody Vostochnogo Gindukusha";"575107";"1979_2";"Pamir groups, narody Gindukusha";"present";NA;NA;"unique / locally specific / svoeobraznyj / samobytnyj"
"mundzhancy";"narody Vostochnogo Gindukusha";"575107";"1979_2";"Pamir groups, narody Gindukusha";"present";NA;NA;"samostojatel'no / independent"
"mundzhancy";"sarykol'cy";"575107";"1979_2";"Pamir groups, Pamir groups";"present";NA;NA;"isolated / otdalennyj / trudnodostupnyj"
"mundzhancy";"sarykol'cy";"575107";"1979_2";"Pamir groups, Pamir groups";"present";NA;NA;"unique / locally specific / svoeobraznyj / samobytnyj"
"mundzhancy";"sarykol'cy";"575107";"1979_2";"Pamir groups, Pamir groups";"present";NA;NA;"samostojatel'no / independent"
"ishkashimcy";"narody Vostochnogo Gindukusha";"575107";"1979_2";"Pamir groups, narody Gindukusha";"present";NA;NA;"isolated / otdalennyj / trudnodostupnyj"
"ishkashimcy";"narody Vostochnogo Gindukusha";"575107";"1979_2";"Pamir groups, narody Gindukusha";"present";NA;NA;"unique / locally specific / svoeobraznyj / samobytnyj"
"ishkashimcy";"narody Vostochnogo Gindukusha";"575107";"1979_2";"Pamir groups, narody Gindukusha";"present";NA;NA;"samostojatel'no / independent"
"ishkashimcy";"sarykol'cy";"575107";"1979_2";"Pamir groups, Pamir groups";"present";NA;NA;"isolated / otdalennyj / trudnodostupnyj"
"ishkashimcy";"sarykol'cy";"575107";"1979_2";"Pamir groups, Pamir groups";"present";NA;NA;"unique / locally specific / svoeobraznyj / samobytnyj"
"ishkashimcy";"sarykol'cy";"575107";"1979_2";"Pamir groups, Pamir groups";"present";NA;NA;"samostojatel'no / independent"
"narody Vostochnogo Gindukusha";"sarykol'cy";"575107";"1979_2";"narody Gindukusha, Pamir groups";"present";NA;NA;"isolated / otdalennyj / trudnodostupnyj"
"narody Vostochnogo Gindukusha";"sarykol'cy";"575107";"1979_2";"narody Gindukusha, Pamir groups";"present";NA;NA;"unique / locally specific / svoeobraznyj / samobytnyj"
"narody Vostochnogo Gindukusha";"sarykol'cy";"575107";"1979_2";"narody Gindukusha, Pamir groups";"present";NA;NA;"samostojatel'no / independent"
"gornye tadzhiki";"pamirskie tadzhiki";"58612";"1964-5";"groups in mountainous regions, Pamir groups";NA;"Factual Statement by Author";NA;"isolated / otdalennyj / trudnodostupnyj"
"gornye tadzhiki";"pamirskie tadzhiki";"58612";"1964-5";"groups in mountainous regions, Pamir groups";NA;"Factual Statement by Author";NA;"""chisto"" / pure / clean"
"gornye tadzhiki";"pamirskie tadzhiki";"58612";"1964-5";"groups in mountainous regions, Pamir groups";NA;"Factual Statement by Author";NA;"evropeoidno / Caucasian / Europoid (racial classification)"
"pamirskie tadzhiki Ishkashima";"pamirskie tadzhiki Vakhana";"586888";"1978_1";"Pamir groups, Pamir groups";"past";"Literature Review";"Continuity";"traditional / narodnyj / nacional'nyj"
"pamirskie tadzhiki Ishkashima";"pamirskie tadzhiki Vakhana";"586888";"1978_1";"Pamir groups, Pamir groups";"past";"Literature Review";"Continuity";"primitive / primitivno"
"pamirskie tadzhiki Ishkashima";"pamirskie tadzhiki Vakhana";"586888";"1978_1";"Pamir groups, Pamir groups";"past";"Literature Review";"Continuity";"khorosho prisposobleno / well adapted"
"Tajikistan / TadzhSSR";"Uzbekistan / Uzbekskaja SSR";"61776";"1979_3";"Locations, Locations";"present";"Factual Statement by Author";"Continuity";"traditional / narodnyj / nacional'nyj"
"Tajikistan / TadzhSSR";"Uzbekistan / Uzbekskaja SSR";"61938";"1979_3";"Locations, Locations";"past: Stalinist era / 1930s-40s";"Factual Statement by Author";NA;"traditional / narodnyj / nacional'nyj"
"dolina r. Khuf / Khuf";"Pamir";"621993";"1953_4";"pripamirskie rajony / Pripamir', Locations";"present";"Literature Review";"Rupture";"obespechenno (material'noe blagosostojanie) / well off"
"dolina r. Khuf / Khuf";"Pamir";"621993";"1953_4";"pripamirskie rajony / Pripamir', Locations";"present";"Literature Review";"Rupture";"changing / in a process of change"
"dolina r. Khuf / Khuf";"Pamir";"621993";"1953_4";"pripamirskie rajony / Pripamir', Locations";"present";"Literature Review";"Rupture";"developed / razvito"
"dolina r. Khuf / Khuf";"Pamir";"621993";"1953_4";"pripamirskie rajony / Pripamir', Locations";"present";"Literature Review";"Rupture";"educated"
"dolina r. Khuf / Khuf";"gornye oblasti Tadzh. / mountainous regions of Tajikistan";"631145";"1953_4";"Tajikistan / TadzhSSR, pripamirskie rajony / Pripamir'";"past: pre-Soviet";"Literature Review";"Continuity";"matriarchal"
"Isfara";"Ura-Tjube";"63448";"1982_3";"Ferghana / Ferganskaja dolina, Ferghana / Ferganskaja dolina";"present";"Factual Statement by Author";NA;"modern / sovremennyj"
"Tajikistan / TadzhSSR";"Uzbekistan / Uzbekskaja SSR";"63696";"1979_3";"Locations, Locations";"present";"Factual Statement by Author";"Continuity";"traditional / narodnyj / nacional'nyj"
"Kazakh women / kazashki";"zhitel'nicy jugo-zapadnykh rajonov Uzbekistana";"64207";"1979_3";"kazakhi, uzbeki";NA;"Factual Statement by Author";"Rupture";"modern / sovremennyj"
"Kazakh women / kazashki";"zhitel'nicy jugo-zapadnykh rajonov Uzbekistana";"64207";"1979_3";"kazakhi, uzbeki";NA;"Factual Statement by Author";"Rupture";"traditional / narodnyj / nacional'nyj"
"Kazakh women / kazashki";"zhitel'nicy jugo-zapadnykh rajonov Uzbekistana";"64207";"1979_3";"kazakhi, uzbeki";NA;"Factual Statement by Author";"Rupture";"mixed / coexisting"
"Kazakh women / kazashki";"Kyrgyz women / kirgizki";"64207";"1979_3";"kazakhi, kirgizy";NA;"Factual Statement by Author";"Rupture";"modern / sovremennyj"
"Kazakh women / kazashki";"Kyrgyz women / kirgizki";"64207";"1979_3";"kazakhi, kirgizy";NA;"Factual Statement by Author";"Rupture";"traditional / narodnyj / nacional'nyj"
"Kazakh women / kazashki";"Kyrgyz women / kirgizki";"64207";"1979_3";"kazakhi, kirgizy";NA;"Factual Statement by Author";"Rupture";"mixed / coexisting"
"Kazakh women / kazashki";"zhensshiny verkhov'ev Zeravshana / women of upper Zeravshan";"64207";"1979_3";"kazakhi, groups in mountainous regions";NA;"Factual Statement by Author";"Rupture";"modern / sovremennyj"
"Kazakh women / kazashki";"zhensshiny verkhov'ev Zeravshana / women of upper Zeravshan";"64207";"1979_3";"kazakhi, groups in mountainous regions";NA;"Factual Statement by Author";"Rupture";"traditional / narodnyj / nacional'nyj"
"Kazakh women / kazashki";"zhensshiny verkhov'ev Zeravshana / women of upper Zeravshan";"64207";"1979_3";"kazakhi, groups in mountainous regions";NA;"Factual Statement by Author";"Rupture";"mixed / coexisting"
"Kyrgyz women / kirgizki";"zhitel'nicy jugo-zapadnykh rajonov Uzbekistana";"64207";"1979_3";"uzbeki, kirgizy";NA;"Factual Statement by Author";"Rupture";"modern / sovremennyj"
"Kyrgyz women / kirgizki";"zhitel'nicy jugo-zapadnykh rajonov Uzbekistana";"64207";"1979_3";"uzbeki, kirgizy";NA;"Factual Statement by Author";"Rupture";"traditional / narodnyj / nacional'nyj"
"Kyrgyz women / kirgizki";"zhitel'nicy jugo-zapadnykh rajonov Uzbekistana";"64207";"1979_3";"uzbeki, kirgizy";NA;"Factual Statement by Author";"Rupture";"mixed / coexisting"
"zhensshiny verkhov'ev Zeravshana / women of upper Zeravshan";"zhitel'nicy jugo-zapadnykh rajonov Uzbekistana";"64207";"1979_3";"uzbeki, groups in mountainous regions";NA;"Factual Statement by Author";"Rupture";"modern / sovremennyj"
"zhensshiny verkhov'ev Zeravshana / women of upper Zeravshan";"zhitel'nicy jugo-zapadnykh rajonov Uzbekistana";"64207";"1979_3";"uzbeki, groups in mountainous regions";NA;"Factual Statement by Author";"Rupture";"traditional / narodnyj / nacional'nyj"
"zhensshiny verkhov'ev Zeravshana / women of upper Zeravshan";"zhitel'nicy jugo-zapadnykh rajonov Uzbekistana";"64207";"1979_3";"uzbeki, groups in mountainous regions";NA;"Factual Statement by Author";"Rupture";"mixed / coexisting"
"Kyrgyz women / kirgizki";"zhensshiny verkhov'ev Zeravshana / women of upper Zeravshan";"64207";"1979_3";"kirgizy, groups in mountainous regions";NA;"Factual Statement by Author";"Rupture";"modern / sovremennyj"
"Kyrgyz women / kirgizki";"zhensshiny verkhov'ev Zeravshana / women of upper Zeravshan";"64207";"1979_3";"kirgizy, groups in mountainous regions";NA;"Factual Statement by Author";"Rupture";"traditional / narodnyj / nacional'nyj"
"Kyrgyz women / kirgizki";"zhensshiny verkhov'ev Zeravshana / women of upper Zeravshan";"64207";"1979_3";"kirgizy, groups in mountainous regions";NA;"Factual Statement by Author";"Rupture";"mixed / coexisting"
"tadzhiki - zhiteli zemledel'cheskikh oazisov Srednej Azii";"uzbeki";"64614";"1961_4";"tadzhiki, Central Asian titular nations";NA;"Factual Statement by Author";NA;"unique / locally specific / svoeobraznyj / samobytnyj"
"tadzhiki - zhiteli zemledel'cheskikh oazisov Srednej Azii";"uzbeki";"64614";"1961_4";"tadzhiki, Central Asian titular nations";NA;"Factual Statement by Author";NA;"traditional / narodnyj / nacional'nyj"
"tadzhiki - zhiteli zemledel'cheskikh oazisov Srednej Azii";"turkmeny";"64614";"1961_4";"tadzhiki, Central Asian titular nations";NA;"Factual Statement by Author";NA;"unique / locally specific / svoeobraznyj / samobytnyj"
"tadzhiki - zhiteli zemledel'cheskikh oazisov Srednej Azii";"turkmeny";"64614";"1961_4";"tadzhiki, Central Asian titular nations";NA;"Factual Statement by Author";NA;"traditional / narodnyj / nacional'nyj"
"karakalpaki";"tadzhiki - zhiteli zemledel'cheskikh oazisov Srednej Azii";"64614";"1961_4";"tadzhiki, Groups";NA;"Factual Statement by Author";NA;"unique / locally specific / svoeobraznyj / samobytnyj"
"karakalpaki";"tadzhiki - zhiteli zemledel'cheskikh oazisov Srednej Azii";"64614";"1961_4";"tadzhiki, Groups";NA;"Factual Statement by Author";NA;"traditional / narodnyj / nacional'nyj"
"turkmeny";"uzbeki";"64614";"1961_4";"Central Asian titular nations, Central Asian titular nations";NA;"Factual Statement by Author";NA;"unique / locally specific / svoeobraznyj / samobytnyj"
"turkmeny";"uzbeki";"64614";"1961_4";"Central Asian titular nations, Central Asian titular nations";NA;"Factual Statement by Author";NA;"traditional / narodnyj / nacional'nyj"
"karakalpaki";"uzbeki";"64614";"1961_4";"Central Asian titular nations, Groups";NA;"Factual Statement by Author";NA;"unique / locally specific / svoeobraznyj / samobytnyj"
"karakalpaki";"uzbeki";"64614";"1961_4";"Central Asian titular nations, Groups";NA;"Factual Statement by Author";NA;"traditional / narodnyj / nacional'nyj"
"karakalpaki";"turkmeny";"64614";"1961_4";"Central Asian titular nations, Groups";NA;"Factual Statement by Author";NA;"unique / locally specific / svoeobraznyj / samobytnyj"
"karakalpaki";"turkmeny";"64614";"1961_4";"Central Asian titular nations, Groups";NA;"Factual Statement by Author";NA;"traditional / narodnyj / nacional'nyj"
"gornye tadzhiki";"kirgizy";"64892";"1961_4";"groups in mountainous regions, Central Asian titular nations";NA;"Factual Statement by Author";NA;"unique / locally specific / svoeobraznyj / samobytnyj"
"Uzbek women / uzbechki";"zhensshiny u ravninnykh tadzhikov / Tajik women in plainlands";"65735";"1975_6";"ravninnye tadzhiki, uzbeki";"past: pre-Soviet";"Factual Statement by Author";NA;"zamknutyj (pro obraz zhizni) / secluded (lifestyle)"
"Uzbek women / uzbechki";"zhensshiny u ravninnykh tadzhikov / Tajik women in plainlands";"65735";"1975_6";"ravninnye tadzhiki, uzbeki";"past: pre-Soviet";"Factual Statement by Author";NA;"unequal"
"Uzbek women / uzbechki";"zhensshiny u ravninnykh tadzhikov / Tajik women in plainlands";"65735";"1975_6";"ravninnye tadzhiki, uzbeki";"past: pre-Soviet";"Factual Statement by Author";NA;"suppressed / ugnetennyj / exploited / exploitative"
"Uzbek women / uzbechki";"zhensshiny u ravninnykh tadzhikov / Tajik women in plainlands";"65735";"1975_6";"ravninnye tadzhiki, uzbeki";"past: pre-Soviet";"Factual Statement by Author";NA;"passive"
"Tajik women / tadzhichki zemledel'cheskikh oazisov Srednej Azii";"zhensshiny gorodskogo naselenija Tadzh. / women in Tajik cities";"66099";"1975_6";"tadzhiki - zhiteli zemledel'cheskikh oazisov Srednej Azii, gorodskoe naselenie Tadzh. / urban population of Tajikistan";"past: pre-Soviet";"Factual Statement by Author";NA;"passive"
"Tajik women / tadzhichki zemledel'cheskikh oazisov Srednej Azii";"zhensshiny gorodskogo naselenija Tadzh. / women in Tajik cities";"66099";"1975_6";"tadzhiki - zhiteli zemledel'cheskikh oazisov Srednej Azii, gorodskoe naselenie Tadzh. / urban population of Tajikistan";"past: pre-Soviet";"Factual Statement by Author";NA;"suppressed / ugnetennyj / exploited / exploitative"
"Tajik women / tadzhichki zemledel'cheskikh oazisov Srednej Azii";"zhensshiny gorodskogo naselenija Tadzh. / women in Tajik cities";"66099";"1975_6";"tadzhiki - zhiteli zemledel'cheskikh oazisov Srednej Azii, gorodskoe naselenie Tadzh. / urban population of Tajikistan";"past: pre-Soviet";"Factual Statement by Author";NA;"unequal"
"Tajik women / tadzhichki zemledel'cheskikh oazisov Srednej Azii";"zhensshiny gorodskogo naselenija Tadzh. / women in Tajik cities";"66099";"1975_6";"tadzhiki - zhiteli zemledel'cheskikh oazisov Srednej Azii, gorodskoe naselenie Tadzh. / urban population of Tajikistan";"past: pre-Soviet";"Factual Statement by Author";NA;"zamknutyj (pro obraz zhizni) / secluded (lifestyle)"
"Tajik women / tadzhichki zemledel'cheskikh oazisov Srednej Azii";"Uzbek women / uzbechki";"66099";"1975_6";"tadzhiki - zhiteli zemledel'cheskikh oazisov Srednej Azii, uzbeki";"past: pre-Soviet";"Factual Statement by Author";NA;"passive"
"Tajik women / tadzhichki zemledel'cheskikh oazisov Srednej Azii";"Uzbek women / uzbechki";"66099";"1975_6";"tadzhiki - zhiteli zemledel'cheskikh oazisov Srednej Azii, uzbeki";"past: pre-Soviet";"Factual Statement by Author";NA;"suppressed / ugnetennyj / exploited / exploitative"
"Tajik women / tadzhichki zemledel'cheskikh oazisov Srednej Azii";"Uzbek women / uzbechki";"66099";"1975_6";"tadzhiki - zhiteli zemledel'cheskikh oazisov Srednej Azii, uzbeki";"past: pre-Soviet";"Factual Statement by Author";NA;"unequal"
"Tajik women / tadzhichki zemledel'cheskikh oazisov Srednej Azii";"Uzbek women / uzbechki";"66099";"1975_6";"tadzhiki - zhiteli zemledel'cheskikh oazisov Srednej Azii, uzbeki";"past: pre-Soviet";"Factual Statement by Author";NA;"zamknutyj (pro obraz zhizni) / secluded (lifestyle)"
"Uzbek women / uzbechki";"zhensshiny gorodskogo naselenija Tadzh. / women in Tajik cities";"66099";"1975_6";"gorodskoe naselenie Tadzh. / urban population of Tajikistan, uzbeki";"past: pre-Soviet";"Factual Statement by Author";NA;"passive"
"Uzbek women / uzbechki";"zhensshiny gorodskogo naselenija Tadzh. / women in Tajik cities";"66099";"1975_6";"gorodskoe naselenie Tadzh. / urban population of Tajikistan, uzbeki";"past: pre-Soviet";"Factual Statement by Author";NA;"suppressed / ugnetennyj / exploited / exploitative"
"Uzbek women / uzbechki";"zhensshiny gorodskogo naselenija Tadzh. / women in Tajik cities";"66099";"1975_6";"gorodskoe naselenie Tadzh. / urban population of Tajikistan, uzbeki";"past: pre-Soviet";"Factual Statement by Author";NA;"unequal"
"Uzbek women / uzbechki";"zhensshiny gorodskogo naselenija Tadzh. / women in Tajik cities";"66099";"1975_6";"gorodskoe naselenie Tadzh. / urban population of Tajikistan, uzbeki";"past: pre-Soviet";"Factual Statement by Author";NA;"zamknutyj (pro obraz zhizni) / secluded (lifestyle)"
"Tajik women / tadzhichki";"Uzbek women / uzbechki";"661183";"1989_1";"uzbeki, tadzhiki";NA;"Literature Review";NA;"growing (population: mnogodetnost')"
"Tajik women / tadzhichki";"Uzbek women / uzbechki";"661183";"1989_1";"uzbeki, tadzhiki";NA;"Literature Review";NA;"traditional / narodnyj / nacional'nyj"
"Tajik women / tadzhichki";"Uzbek women / uzbechki";"661183";"1989_1";"uzbeki, tadzhiki";NA;"Correction of cited research or literature";NA;"growing (population: mnogodetnost')"
"Tajik women / tadzhichki";"Uzbek women / uzbechki";"661183";"1989_1";"uzbeki, tadzhiki";NA;"Correction of cited research or literature";NA;"traditional / narodnyj / nacional'nyj"
"zhensshiny u ravninnykh tadzhikov / Tajik women in plainlands";"zhensshiny u sartov / Sart women";"66738";"1975_6";"ravninnye tadzhiki, sarty / Sarts";"past: pre-Soviet";"Factual Statement by Author";NA;"unequal"
"zhensshiny u ravninnykh tadzhikov / Tajik women in plainlands";"zhensshiny u sartov / Sart women";"66738";"1975_6";"ravninnye tadzhiki, sarty / Sarts";"past: pre-Soviet";"Factual Statement by Author";NA;"suppressed / ugnetennyj / exploited / exploitative"
"zhensshiny u ravninnykh tadzhikov / Tajik women in plainlands";"zhensshiny u sartov / Sart women";"66738";"1975_6";"ravninnye tadzhiki, sarty / Sarts";"past: pre-Soviet";"Factual Statement by Author";NA;"passive"
"Tajik women / tadzhichki";"Uzbek women / uzbechki";"66744";"1986_1";"uzbeki, tadzhiki";"past: pre-Soviet";"Factual Statement by Author";NA;"unhealthy"
"Tajik women / tadzhichki";"Uzbek women / uzbechki";"66744";"1986_1";"uzbeki, tadzhiki";"past: pre-Soviet";"Factual Statement by Author";NA;"suppressed / ugnetennyj / exploited / exploitative"
"Tajik women / tadzhichki";"Uzbek women / uzbechki";"66744";"1986_1";"uzbeki, tadzhiki";"past: pre-Soviet";"Factual Statement by Author";NA;"unequal"
"osedlye narody Srednej Azii";"uzbeki";"700589";"1954_3";"Central Asian titular nations, narody Srednej Azii";"past";"Literature Review";NA;"feudal"
"osedlye narody Srednej Azii";"uzbeki";"700589";"1954_3";"Central Asian titular nations, narody Srednej Azii";"past: pre-Soviet";"Literature Review";NA;"feudal"
"ravninnye tadzhiki";"uzbeki";"700589";"1954_3";"Central Asian titular nations, groups in plainland regions";"past";"Literature Review";NA;"feudal"
"ravninnye tadzhiki";"uzbeki";"700589";"1954_3";"Central Asian titular nations, groups in plainland regions";"past: pre-Soviet";"Literature Review";NA;"feudal"
"turkmeny";"uzbeki";"700589";"1954_3";"Central Asian titular nations, Central Asian titular nations";"past";"Literature Review";NA;"feudal"
"turkmeny";"uzbeki";"700589";"1954_3";"Central Asian titular nations, Central Asian titular nations";"past: pre-Soviet";"Literature Review";NA;"feudal"
