"source";"target";"startpos";"issue";"group";"tempi";"type_of_statement";"past_present_relation";"relation"
"uzbeki";"family structure / semejnye otnoshenija";"238816";"1989_4";"Central Asian titular nations";"present";"Factual Statement by Author";NA;NA
"tadzhiki v Uzbekistane / Tajiks in Uzbekistan";"housing / architecture / zhilisshe";"238816";"1989_4";"Tajiks outside the Tajik SSR";"present";"Factual Statement by Author";NA;NA
"tadzhiki v Uzbekistane / Tajiks in Uzbekistan";"political life";"238816";"1989_4";"Tajiks outside the Tajik SSR";"present";"Factual Statement by Author";NA;NA
"tadzhiki v Uzbekistane / Tajiks in Uzbekistan";"family structure / semejnye otnoshenija";"238816";"1989_4";"Tajiks outside the Tajik SSR";"present";"Factual Statement by Author";NA;NA
"russkij narod / Russians";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"2392";"1964-6";"Groups";"past: early Soviet";"Factual Statement by Author";NA;"material support"
"russkij narod / Russians";"promyshlennoe proizvodstvo / industrialization";"2392";"1964-6";"Groups";"past: early Soviet";"Factual Statement by Author";NA;"material support"
"uzbeki";"ethnogenesis / slozhenie naroda / etnicheskaja konsolidacija";"239339";"1967_4";"Central Asian titular nations";NA;"Factual Statement by Author";NA;"influence"
"tadzhiki";"ethnogenesis / slozhenie naroda / etnicheskaja konsolidacija";"239339";"1967_4";"Groups";NA;"Factual Statement by Author";NA;"influence"
"srednee i nizhnee techenie r. Khingou";"zemledelie / sel'skoe khosjajstvo / agriculture";"239503";"1957_2";"Southern Tajikistan";NA;"Factual Statement by Author";NA;NA
"srednee i nizhnee techenie r. Khingou";"use of specific tools or methods";"239503";"1957_2";"Southern Tajikistan";NA;"Factual Statement by Author";NA;NA
"tadzhiki v Uzbekistane / Tajiks in Uzbekistan";"cennostnye / socionormativnye ustanovki / values";"240195";"1989_4";"Tajiks outside the Tajik SSR";"present";"Citation informant, local population, interviewee";NA;"proximity / similarity"
"tadzhiki v Uzbekistane / Tajiks in Uzbekistan";"social / ethnic psychology / socionormativnaja kul'tura";"240195";"1989_4";"Tajiks outside the Tajik SSR";"present";"Citation informant, local population, interviewee";NA;"proximity / similarity"
"uzbeki";"cennostnye / socionormativnye ustanovki / values";"240195";"1989_4";"Central Asian titular nations";"present";"Citation informant, local population, interviewee";NA;"proximity / similarity"
"uzbeki";"social / ethnic psychology / socionormativnaja kul'tura";"240195";"1989_4";"Central Asian titular nations";"present";"Citation informant, local population, interviewee";NA;"proximity / similarity"
"severnye tadzhiki / Northern Tajikistan Tajiks";"genes / genetic features";"243818";"1981_6";"tadzhiki";"present";"Factual Statement by Author";NA;"difference"
"juzhnye tadzhiki / Southern Tajikistan Tajiks";"genes / genetic features";"243818";"1981_6";"tadzhiki";"present";"Factual Statement by Author";NA;"difference"
"uzbeki";"obychai / customs";"246909";"1989_4";"Central Asian titular nations";NA;NA;NA;"proximity / similarity"
"uzbeki";"cennostnye / socionormativnye ustanovki / values";"246909";"1989_4";"Central Asian titular nations";NA;NA;NA;"proximity / similarity"
"uzbeki";"religion (Islam)";"246909";"1989_4";"Central Asian titular nations";NA;NA;NA;"proximity / similarity"
"tadzhiki v Uzbekistane / Tajiks in Uzbekistan";"obychai / customs";"246909";"1989_4";"Tajiks outside the Tajik SSR";NA;NA;NA;"proximity / similarity"
"tadzhiki v Uzbekistane / Tajiks in Uzbekistan";"cennostnye / socionormativnye ustanovki / values";"246909";"1989_4";"Tajiks outside the Tajik SSR";NA;NA;NA;"proximity / similarity"
"tadzhiki v Uzbekistane / Tajiks in Uzbekistan";"religion (Islam)";"246909";"1989_4";"Tajiks outside the Tajik SSR";NA;NA;NA;"proximity / similarity"
"musul'manskie narody Kavkaza";"predstavlenija / magicheskie predstavlenija / magical beliefs";"248827";"1980_6";"narody Kavkaza";"past";"Factual Statement by Author";NA;"proximity / similarity"
"musul'manskie narody Kavkaza";"zemledelie / sel'skoe khosjajstvo / agriculture";"248827";"1980_6";"narody Kavkaza";"past";"Factual Statement by Author";NA;"proximity / similarity"
"tadzhiki";"predstavlenija / magicheskie predstavlenija / magical beliefs";"248827";"1980_6";"Groups";"past";"Factual Statement by Author";NA;"proximity / similarity"
"tadzhiki";"zemledelie / sel'skoe khosjajstvo / agriculture";"248827";"1980_6";"Groups";"past";"Factual Statement by Author";NA;"proximity / similarity"
"kazakhi";"predstavlenija / magicheskie predstavlenija / magical beliefs";"248827";"1980_6";"Central Asian titular nations";"past";"Factual Statement by Author";NA;"proximity / similarity"
"kazakhi";"zemledelie / sel'skoe khosjajstvo / agriculture";"248827";"1980_6";"Central Asian titular nations";"past";"Factual Statement by Author";NA;"proximity / similarity"
"musul'manskie narody Srednej Azii";"predstavlenija / magicheskie predstavlenija / magical beliefs";"248827";"1980_6";"narody Srednej Azii";"past";"Factual Statement by Author";NA;"proximity / similarity"
"musul'manskie narody Srednej Azii";"zemledelie / sel'skoe khosjajstvo / agriculture";"248827";"1980_6";"narody Srednej Azii";"past";"Factual Statement by Author";NA;"proximity / similarity"
"Ancient Mediterranean";"paintings / rospisi / stennye rospisi / naskal'nye risunki";"251004";"1966_2";"Historical locations";"past: pre-Islamic / pre-Arab conquest";"Factual Statement by Author";NA;NA
"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO";"paintings / rospisi / stennye rospisi / naskal'nye risunki";"251004";"1966_2";"Pamir";"past: pre-Islamic / pre-Arab conquest";"Factual Statement by Author";NA;NA
"gornye tadzhiki bassejna r. Khingou";"zemledelie / sel'skoe khosjajstvo / agriculture";"251012";"1957_2";"gornye tadzhiki";"present";"Factual Statement by Author";"Continuity";"proximity / similarity"
"gornye tadzhiki bassejna r. Khingou";"zemledelie / sel'skoe khosjajstvo / agriculture";"251012";"1957_2";"gornye tadzhiki";"past";"Factual Statement by Author";"Continuity";"proximity / similarity"
"gornye tadzhiki bassejna r. Khingou";"use of specific tools or methods";"251012";"1957_2";"gornye tadzhiki";"present";"Factual Statement by Author";"Continuity";"proximity / similarity"
"gornye tadzhiki bassejna r. Khingou";"use of specific tools or methods";"251012";"1957_2";"gornye tadzhiki";"past";"Factual Statement by Author";"Continuity";"proximity / similarity"
"dolina r.  Jakh-Su /Yokhsu / verkhovja doliny r. Jakh-Su";"zemledelie / sel'skoe khosjajstvo / agriculture";"251012";"1957_2";"Southern Tajikistan";"present";"Factual Statement by Author";"Continuity";"proximity / similarity"
"dolina r.  Jakh-Su /Yokhsu / verkhovja doliny r. Jakh-Su";"zemledelie / sel'skoe khosjajstvo / agriculture";"251012";"1957_2";"Southern Tajikistan";"past";"Factual Statement by Author";"Continuity";"proximity / similarity"
"dolina r.  Jakh-Su /Yokhsu / verkhovja doliny r. Jakh-Su";"use of specific tools or methods";"251012";"1957_2";"Southern Tajikistan";"present";"Factual Statement by Author";"Continuity";"proximity / similarity"
"dolina r.  Jakh-Su /Yokhsu / verkhovja doliny r. Jakh-Su";"use of specific tools or methods";"251012";"1957_2";"Southern Tajikistan";"past";"Factual Statement by Author";"Continuity";"proximity / similarity"
"gornye tadzhiki";"zemledelie / sel'skoe khosjajstvo / agriculture";"251012";"1957_2";"groups in mountainous regions";"present";"Factual Statement by Author";"Continuity";"proximity / similarity"
"gornye tadzhiki";"zemledelie / sel'skoe khosjajstvo / agriculture";"251012";"1957_2";"groups in mountainous regions";"past";"Factual Statement by Author";"Continuity";"proximity / similarity"
"gornye tadzhiki";"use of specific tools or methods";"251012";"1957_2";"groups in mountainous regions";"present";"Factual Statement by Author";"Continuity";"proximity / similarity"
"gornye tadzhiki";"use of specific tools or methods";"251012";"1957_2";"groups in mountainous regions";"past";"Factual Statement by Author";"Continuity";"proximity / similarity"
"pripamirskie narodnosti / narody / pripamircy";"zemledelie / sel'skoe khosjajstvo / agriculture";"251012";"1957_2";"Pamiri groups";"present";"Factual Statement by Author";"Continuity";"proximity / similarity"
"pripamirskie narodnosti / narody / pripamircy";"zemledelie / sel'skoe khosjajstvo / agriculture";"251012";"1957_2";"Pamiri groups";"past";"Factual Statement by Author";"Continuity";"proximity / similarity"
"pripamirskie narodnosti / narody / pripamircy";"use of specific tools or methods";"251012";"1957_2";"Pamiri groups";"present";"Factual Statement by Author";"Continuity";"proximity / similarity"
"pripamirskie narodnosti / narody / pripamircy";"use of specific tools or methods";"251012";"1957_2";"Pamiri groups";"past";"Factual Statement by Author";"Continuity";"proximity / similarity"
"Karategin";"zemledelie / sel'skoe khosjajstvo / agriculture";"251012";"1957_2";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"present";"Factual Statement by Author";"Continuity";"proximity / similarity"
"Karategin";"zemledelie / sel'skoe khosjajstvo / agriculture";"251012";"1957_2";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"past";"Factual Statement by Author";"Continuity";"proximity / similarity"
"Karategin";"use of specific tools or methods";"251012";"1957_2";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"present";"Factual Statement by Author";"Continuity";"proximity / similarity"
"Karategin";"use of specific tools or methods";"251012";"1957_2";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"past";"Factual Statement by Author";"Continuity";"proximity / similarity"
"Gissar";"zemledelie / sel'skoe khosjajstvo / agriculture";"251012";"1957_2";"Tajikistan / TadzhSSR";"present";"Factual Statement by Author";"Continuity";"proximity / similarity"
"Gissar";"zemledelie / sel'skoe khosjajstvo / agriculture";"251012";"1957_2";"Tajikistan / TadzhSSR";"past";"Factual Statement by Author";"Continuity";"proximity / similarity"
"Gissar";"use of specific tools or methods";"251012";"1957_2";"Tajikistan / TadzhSSR";"present";"Factual Statement by Author";"Continuity";"proximity / similarity"
"Gissar";"use of specific tools or methods";"251012";"1957_2";"Tajikistan / TadzhSSR";"past";"Factual Statement by Author";"Continuity";"proximity / similarity"
"narody Gindukusha";"zemledelie / sel'skoe khosjajstvo / agriculture";"251012";"1957_2";"Groups";"present";"Factual Statement by Author";"Continuity";"proximity / similarity"
"narody Gindukusha";"zemledelie / sel'skoe khosjajstvo / agriculture";"251012";"1957_2";"Groups";"past";"Factual Statement by Author";"Continuity";"proximity / similarity"
"narody Gindukusha";"use of specific tools or methods";"251012";"1957_2";"Groups";"present";"Factual Statement by Author";"Continuity";"proximity / similarity"
"narody Gindukusha";"use of specific tools or methods";"251012";"1957_2";"Groups";"past";"Factual Statement by Author";"Continuity";"proximity / similarity"
"afgancy doliny r. Pandzhshir";"zemledelie / sel'skoe khosjajstvo / agriculture";"251012";"1957_2";"Groups in Afghanistan";"present";"Factual Statement by Author";"Continuity";"proximity / similarity"
"afgancy doliny r. Pandzhshir";"zemledelie / sel'skoe khosjajstvo / agriculture";"251012";"1957_2";"Groups in Afghanistan";"past";"Factual Statement by Author";"Continuity";"proximity / similarity"
"afgancy doliny r. Pandzhshir";"use of specific tools or methods";"251012";"1957_2";"Groups in Afghanistan";"present";"Factual Statement by Author";"Continuity";"proximity / similarity"
"afgancy doliny r. Pandzhshir";"use of specific tools or methods";"251012";"1957_2";"Groups in Afghanistan";"past";"Factual Statement by Author";"Continuity";"proximity / similarity"
"Ferghana / Ferganskaja dolina";"housing / architecture / zhilisshe";"251988";"1963_6";"Northern Tajikistan";"present";"Factual Statement by Author";NA;NA
"Ferghana / Ferganskaja dolina";"perezhitki / survivals";"251988";"1963_6";"Northern Tajikistan";"present";"Factual Statement by Author";NA;NA
"r. Pjandzh i pritoki";"housing / architecture / zhilisshe";"251988";"1963_6";"Tajikistan / TadzhSSR";"present";"Factual Statement by Author";NA;NA
"r. Pjandzh i pritoki";"perezhitki / survivals";"251988";"1963_6";"Tajikistan / TadzhSSR";"present";"Factual Statement by Author";NA;NA
"Zeravshanskaja dolina";"housing / architecture / zhilisshe";"251988";"1963_6";"Zeravshan";"present";"Factual Statement by Author";NA;NA
"Zeravshanskaja dolina";"perezhitki / survivals";"251988";"1963_6";"Zeravshan";"present";"Factual Statement by Author";NA;NA
"tadzhiki";"shamanskij obrjad / verovanija / obychai shamanstvo";"252598";"1990_4";"Groups";"present";"Factual Statement by Author";NA;"proximity / similarity"
"tjurki";"shamanskij obrjad / verovanija / obychai shamanstvo";"252598";"1990_4";"Groups";"present";"Factual Statement by Author";NA;"proximity / similarity"
"tadzhiki-kulobi";"dukhovnaja kul'tura / spiritual culture";"253193";"1964-6";"tadzhiki";"past: pre-Russian Empire / pre-Russian colonialism";"Factual Statement by Author";NA;"difference"
"tadzhiki-kulobi";"dukhovnaja kul'tura / spiritual culture";"253193";"1964-6";"tadzhiki";"past: pre-Soviet";"Factual Statement by Author";NA;"difference"
"tadzhiki-kulobi";"material'naja kul'tura / material culture";"253193";"1964-6";"tadzhiki";"past: pre-Russian Empire / pre-Russian colonialism";"Factual Statement by Author";NA;"difference"
"tadzhiki-kulobi";"material'naja kul'tura / material culture";"253193";"1964-6";"tadzhiki";"past: pre-Soviet";"Factual Statement by Author";NA;"difference"
"tadzhiki-chagatai";"dukhovnaja kul'tura / spiritual culture";"253193";"1964-6";"tadzhiki";"past: pre-Russian Empire / pre-Russian colonialism";"Factual Statement by Author";NA;"difference"
"tadzhiki-chagatai";"dukhovnaja kul'tura / spiritual culture";"253193";"1964-6";"tadzhiki";"past: pre-Soviet";"Factual Statement by Author";NA;"difference"
"tadzhiki-chagatai";"material'naja kul'tura / material culture";"253193";"1964-6";"tadzhiki";"past: pre-Russian Empire / pre-Russian colonialism";"Factual Statement by Author";NA;"difference"
"tadzhiki-chagatai";"material'naja kul'tura / material culture";"253193";"1964-6";"tadzhiki";"past: pre-Soviet";"Factual Statement by Author";NA;"difference"
"gornye tadzhiki";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"253625";"1964-6";"groups in mountainous regions";"past";"Factual Statement by Author";NA;"proximity / similarity"
"tadzhiki-kulobi";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"253625";"1964-6";"tadzhiki";"past";"Factual Statement by Author";NA;"proximity / similarity"
"pripamirskie tadzhiki";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"253625";"1964-6";"Pamiri groups";"past";"Factual Statement by Author";NA;"proximity / similarity"
"karategini Fergany / karategincy Fergany";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"253625";"1964-6";"population of Ferghana";"past";"Factual Statement by Author";NA;"proximity / similarity"
"darvazcy";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"253625";"1964-6";"groups in mountainous regions";"past";"Factual Statement by Author";NA;"proximity / similarity"
"tadzhiki";"identity / self-description / samonazvanie / samosoznanie";"25403";"1960_2";"Groups";"past: pre-Soviet";NA;NA;"influence"
"tadzhiki";"literature / poslovica / pogovorki";"25403";"1960_2";"Groups";"past: pre-Soviet";NA;NA;"influence"
"tadzhiki";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"25403";"1960_2";"Groups";"past: pre-Soviet";NA;NA;"influence"
"russkij narod / Russians";"identity / self-description / samonazvanie / samosoznanie";"25403";"1960_2";"Groups";"past: pre-Soviet";NA;NA;"influence"
"russkij narod / Russians";"literature / poslovica / pogovorki";"25403";"1960_2";"Groups";"past: pre-Soviet";NA;NA;"influence"
